Date,Open,High,Low,Close,Volume,Change
2022-06-07,39062,39107,36237,36417,1911996,-0.13523461246200608
2022-06-08,36056,36908,33814,34129,2599137,-0.13523032483656816
2022-06-09,34486,37851,32872,35430,5805899,-0.1318517066477175
2022-06-10,34619,34665,32826,33546,1883405,-0.16798531709615816
2022-06-13,32334,34262,32289,32694,1303701,-0.1591698171437389
2022-06-14,32334,33410,31750,32739,1146910,-0.10099678721476235
2022-06-15,32827,33276,31123,31483,965073,-0.0775293738462891
2022-06-16,32018,32242,30404,30675,872167,-0.1342082980524979
2022-06-17,29912,30809,29687,30317,876098,-0.09625588743814462
2022-06-20,30315,30405,29194,29644,659410,-0.09328928855447483
2022-06-21,29822,30406,29151,29958,623406,-0.08494456153211771
2022-06-22,29732,30181,28970,29285,681878,-0.06981545596035954
2022-06-23,28970,30226,28387,28523,901673,-0.07015484922575388
2022-06-24,28881,30317,28657,30138,743077,-0.005904278127783047
2022-06-27,30180,31390,29552,30585,779277,0.03174335447308052
2022-06-28,30315,30853,30046,30765,436504,0.026937712797917124
2022-06-29,30046,31883,30046,30585,565684,0.04439132661772249
2022-06-30,30584,32783,30451,31752,1019138,0.11320688567121273
2022-07-01,31884,32513,30943,31348,539647,0.04014864954542441
2022-07-04,31436,32826,31346,32290,819561,0.05574628085662914
2022-07-05,32827,32962,31930,32963,570524,0.07144482366325366
2022-07-06,32960,33408,32063,32065,631666,0.04838973352950804
2022-07-07,31929,32423,31301,32200,375436,0.014109347442680775
2022-07-08,32467,36280,32467,36147,2692502,0.15308791629450047
2022-07-11,36282,37896,36101,36327,1606909,0.1250232270052647
2022-07-12,36055,37625,35383,37537,1290908,0.13876164184085193
2022-07-13,37267,40899,37177,39645,1831379,0.23639482301574932
2022-07-14,39509,40496,37401,38165,1737768,0.1852484472049689
2022-07-15,37894,38836,36951,38389,911907,0.062024511024427964
2022-07-18,38344,38973,34936,36417,1908108,0.0024774960772979693
2022-07-19,35967,36730,35475,36372,514538,-0.031036044436156374
2022-07-20,37223,38882,36371,37807,1478846,-0.04636145793921054
2022-07-21,37669,37669,36100,36864,755923,-0.03408882483951259
2022-07-22,36863,37626,36371,36506,436485,-0.04905050926046528
2022-07-25,35877,36595,35698,36282,385066,-0.003707059889611952
2022-07-26,36327,36953,36191,36327,309260,-0.0012372154404487468
2022-07-27,36235,37132,36145,36730,327608,-0.028486788160922538
2022-07-28,36863,37581,36281,36461,436528,-0.01093207465277779
2022-07-29,36819,38702,36505,37627,778545,0.03070728099490494
2022-08-01,37760,38568,37043,37179,428522,0.024723003142054
2022-08-02,37176,38567,36504,38389,601463,0.056762187904313643
2022-08-03,38612,40002,37985,39600,1168473,0.07813776204737266
2022-08-04,40138,43412,40093,41799,2875112,0.14640300595156464
2022-08-05,41798,43277,41394,42695,1205913,0.13469051478991156
2022-08-08,42740,43098,41260,42561,888197,0.14475913822319053
2022-08-09,42334,45294,42199,44668,1878750,0.1635624788350829
2022-08-10,44713,45207,41844,41889,1568052,0.057803030303030356
2022-08-11,42468,43097,41168,41932,1274968,0.003181894303691424
2022-08-12,41661,42737,40361,40676,1243620,-0.04728890970839672
2022-08-16,40182,41572,38432,39376,2255572,-0.07483376800357133
2022-08-17,39196,39554,38298,39197,911243,-0.1224814184651204
2022-08-18,38792,41214,38703,41036,990229,-0.02036334121129657
2022-08-19,41079,42515,40675,41574,1089929,-0.00853763235714966
2022-08-22,41617,42515,40990,40991,710719,0.007744124299341237
2022-08-23,40541,40809,38972,38973,892520,-0.010234660707029608
2022-08-24,39150,40674,38970,40676,624658,0.03773247952649439
2022-08-25,40809,42065,40452,42022,579504,0.02402768301003988
2022-08-26,42200,43636,41843,42112,1050973,0.01294078029537693
2022-08-29,40674,42244,40451,40856,617642,-0.0032934058695811563
2022-08-30,41482,41797,40406,41663,487178,0.06902214353526803
2022-08-31,41484,44355,41350,44221,1404485,0.08715212901956937
2022-09-01,44086,45207,43457,44221,1086871,0.05232973204511926
2022-09-02,44802,45027,43502,44221,727469,0.05008073708206684
2022-09-05,44487,45743,40003,42067,2121360,0.029640689250048924
2022-09-06,42468,43411,41348,41663,774949,0.0
2022-09-07,41887,42828,40047,41708,984964,-0.0568282037945772
2022-09-08,45296,47269,42246,46463,5109213,0.05069989371565553
2022-09-13,49332,51574,44937,45476,4277440,0.02838018136179654
2022-09-14,44265,45027,40408,40453,3119784,-0.038367366344165266
2022-09-15,40452,40809,36907,38165,2744758,-0.08395938842618156
2022-09-16,38568,39599,37626,37672,1294401,-0.09676800613791114
2022-09-19,37670,38253,36862,37313,631982,-0.19693089124679852
2022-09-20,37895,39106,37581,38614,721469,-0.1508927786084968
2022-09-21,38612,39329,37670,37761,664684,-0.06654636244530687
2022-09-22,37400,38341,36773,38299,715737,0.003511070352417045
2022-09-23,38703,40228,38614,38883,1203181,0.03214589084731356
2022-09-26,37670,38387,36639,36909,812728,-0.010827325596976967
2022-09-27,37625,37670,36594,37044,500311,-0.04065882840420576
2022-09-28,37222,37851,35608,36641,796660,-0.02966023145573471
2022-09-29,37311,38477,37132,37492,675920,-0.021071046241416203
2022-09-30,36862,38791,36818,38434,544719,-0.011547462901525085
2022-10-04,38883,40229,38883,40229,583687,0.0899509604703459
2022-10-05,40900,41080,38703,38883,634463,0.04964366699060574
2022-10-06,38881,40001,38567,39914,356443,0.08932616467891163
2022-10-07,39419,40002,39240,39376,453547,0.050250720153632855
2022-10-11,38836,38836,36728,37223,861475,-0.031508560129052454
2022-10-12,37446,38343,36684,36820,796080,-0.08473986427701408
2022-10-13,36452,37002,35262,36179,762972,-0.06954195921096629
2022-10-14,37001,37689,36452,36957,565298,-0.07408428120458987
2022-10-17,36315,36727,35034,35675,794359,-0.0939912637139374
2022-10-18,36179,37737,35858,37737,606763,0.013808666684576698
2022-10-19,37689,38055,35994,36087,559355,-0.019907658881042956
2022-10-20,35813,35904,34622,34989,649923,-0.032892009176594184
2022-10-21,34529,34759,33567,33752,688586,-0.08672240712179013
2022-10-24,34301,36179,34255,35859,685440,0.005157673440784771
2022-10-25,35994,36498,35307,36087,455626,-0.043723666428173935
2022-10-26,36087,36270,35538,35767,290929,-0.008867459195832317
2022-10-27,35766,36636,35766,36637,318058,0.04710051730543885
2022-10-28,36315,37689,36269,36591,386565,0.0841135340127992
2022-10-31,37048,37277,35812,37095,446741,0.034468334309378346
2022-11-01,36820,37323,35172,35401,726143,-0.019009615651065515
2022-11-02,35263,35492,34392,35355,471719,-0.011518997959012456
2022-11-03,34621,34942,34437,34530,385058,-0.05751016731719305
2022-11-04,34621,35079,33934,34393,441219,-0.06006941597660631
2022-11-07,34528,34987,33841,34209,473885,-0.07780024262029928
2022-11-08,34254,34987,34025,34301,568641,-0.031072568571509307
2022-11-09,34071,34805,33705,33981,624523,-0.038862961391599504
2022-11-10,33660,33660,32882,32882,601429,-0.0477266145380828
2022-11-11,33935,35721,33889,35447,1046821,0.030645770941761352
2022-11-14,35446,36224,34529,35767,706819,0.04554357040544876
2022-11-15,34805,35583,34392,35538,683806,0.036063088539692645
2022-11-16,35536,35536,33933,34484,693083,0.014802389570642394
2022-11-17,34391,34759,33522,33523,530494,0.019493948056687582
2022-11-18,33705,34254,33018,33156,454715,-0.06463170367026827
2022-11-21,33156,33293,32423,32424,488768,-0.09346604411888049
2022-11-22,32286,33293,32148,33156,410881,-0.06702684450447405
2022-11-23,33429,33796,32926,33797,326302,-0.01992228279781927
2022-11-24,33613,34208,33109,33889,348094,0.010917877278286525
2022-11-25,33889,33889,32240,32424,671172,-0.022077452044878765
2022-11-28,31828,31828,30316,30409,977422,-0.06214532445102394
2022-11-29,29951,30637,28943,29768,1507646,-0.10218361684159727
2022-11-30,29813,30270,29309,29813,1032651,-0.11788028523241711
2022-12-01,30270,31277,30270,30409,825275,-0.10268818790758061
2022-12-02,30407,30453,29034,29172,762044,-0.10029607698001486
2022-12-05,29310,29996,28989,29539,623810,-0.028609951001348333
2022-12-06,29263,29858,28988,29172,371432,-0.020021499596882597
2022-12-07,29172,29629,28943,29172,386572,-0.021500687619494863
2022-12-08,29310,29584,28529,29127,787768,-0.04215857147555002
2022-12-09,29126,30317,29126,29951,625255,0.026703688468394438
2022-12-12,29722,30408,29676,29951,379549,0.013947662412403972
2022-12-13,29995,30544,29766,30317,424759,0.03924996572055406
2022-12-14,30499,30682,29996,30042,413961,0.02982311805841209
2022-12-15,29859,31232,29492,29905,529910,0.02671061214680548
2022-12-16,29446,30179,29355,29813,381656,-0.004607525625187847
2022-12-19,29859,30042,29127,29127,355229,-0.027511602283730063
2022-12-20,29126,29263,28301,28714,489458,-0.05287462479796812
2022-12-21,28665,28758,27888,28347,511933,-0.056421010585180786
2022-12-22,28622,29630,28485,29539,599759,-0.012238756060859335
2022-12-23,28345,28665,27705,28027,1136824,-0.059906752088015325
2022-12-26,27979,28208,27429,27706,997050,-0.04878634943523197
2022-12-27,27889,28943,27889,28852,1381096,0.00480601797032798
2022-12-28,29567,29567,27993,28137,1543739,-0.007408191342999304
2022-12-29,27897,28088,26800,27087,898118,-0.0830089034835303
2023-01-02,25991,27325,25991,26611,612491,-0.05052271024369359
2023-01-03,26561,27659,26228,27278,581094,-0.015447917418609736
2023-01-04,26992,27802,26944,26992,496482,-0.06446693470123388
2023-01-05,27040,27230,26419,26611,502717,-0.05423463766570713
2023-01-06,26467,30139,26324,29663,1846084,0.09510097094547199
2023-01-09,29996,30282,29471,30187,615019,0.13438051933410988
2023-01-10,29853,31427,29185,29329,767119,0.07518879683261237
2023-01-11,29615,30187,29519,29949,403092,0.10955097806757563
2023-01-12,30139,30521,29567,30235,443486,0.13618428469429933
2023-01-13,30234,30520,29853,30473,382947,0.027306745777567976
2023-01-16,30711,30854,30186,30616,346213,0.014211415509987724
2023-01-17,30664,30997,29662,29901,489231,0.019502881107436254
2023-01-18,29900,29996,29281,29329,352860,-0.020701859828374913
2023-01-19,29185,30044,28804,29758,342275,-0.015776418058541464
2023-01-20,29567,29948,29471,29615,219176,-0.028156072588849113
2023-01-25,29996,30377,29566,29710,290741,-0.029592370002613055
2023-01-26,29519,29949,29185,29949,404140,0.0016052974816895826
2023-01-27,29757,30377,29566,29853,347341,0.017866275699819356
2023-01-30,29613,30187,29376,29424,395143,-0.011223872572081461
2023-01-31,29233,29662,28756,28995,546100,-0.020935336822556105
2023-02-01,29566,31522,29471,30330,1479469,0.020868394479973018
2023-02-02,30759,31045,30139,30616,588738,0.02227119436375169
2023-02-03,30616,30711,30187,30521,424284,0.022376310588550608
2023-02-06,30473,30473,29377,29377,855982,-0.0015973355084284435
2023-02-07,29424,29758,29281,29520,362684,0.01810657009829275
2023-02-08,29567,29662,29233,29377,342657,-0.03142103527860207
2023-02-09,29376,29376,28661,29186,508371,-0.04670760386725892
2023-02-10,28709,28852,28232,28280,722446,-0.07342485501785656
2023-02-13,28184,28422,27802,28184,390051,-0.04061000102120704
2023-02-14,28232,28709,27945,28709,373086,-0.027472899728997247
2023-02-15,28470,28564,27468,27564,778440,-0.061714947067433745
2023-02-16,27755,28565,27707,28232,581220,-0.0326869046803262
2023-02-17,27755,27850,27468,27612,592568,-0.023620933521923626
2023-02-20,29471,35862,29471,35862,11894058,0.2724240703945502
2023-02-21,36339,37770,34145,35624,5454642,0.24086523389877734
2023-02-22,34908,35528,32571,32858,2608316,0.1920621099985489
2023-02-23,33287,34002,32715,33669,1236281,0.19258288466987805
2023-02-24,33144,33192,31856,32000,1344443,0.1589164131537013
2023-02-27,31618,31808,30711,30855,1011262,-0.13961853772795718
2023-02-28,31188,31426,30377,30807,1081551,-0.13521783067594884
2023-03-02,30616,30998,29901,30283,993233,-0.07836752084728227
2023-03-03,30520,31522,30234,30616,893108,-0.09067688378033201
2023-03-06,30615,30711,29758,30092,802223,-0.05962500000000004
2023-03-07,30425,34479,29996,32667,3109289,0.058726300437530465
2023-03-08,31523,31666,30521,30760,1532100,-0.0015256272924984993
2023-03-09,30568,33382,30568,33287,2825880,0.09919756959350123
2023-03-10,32571,33955,31666,33383,1788818,0.09037758035014365
2023-03-13,32905,34813,32810,33955,1755731,0.1283729894988701
2023-03-14,33621,34336,31952,31952,1207014,-0.021887531759880008
2023-03-15,32858,33716,32476,32858,849022,0.0682054616384915
2023-03-16,32523,32523,31283,32333,734869,-0.028659837173671376
2023-03-17,32522,34288,32522,34193,1463180,0.024263846868166405
2023-03-20,34240,35671,34050,35147,1246817,0.03510528640848176
2023-03-21,35767,37436,35576,36244,1975644,0.13432648973460193
2023-03-22,37102,37102,35099,35576,1210431,0.08271958122831569
2023-03-23,35146,35623,33763,34527,1515919,0.06785636965329545
2023-03-24,34288,34860,33143,33287,1117820,-0.02649665136138979
2023-03-27,32953,33191,31761,32381,1132909,-0.07869803966199107
2023-03-28,32810,32905,32047,32429,660951,-0.1052588014567929
2023-03-29,32429,32429,31236,31380,1044977,-0.11794468180796047
2023-03-30,31761,32619,31284,31809,974617,-0.07872100095577372
2023-03-31,31808,33954,31379,33144,1329364,-0.00429597140024629
2023-04-03,33143,33716,31999,32047,1109231,-0.010314690713690178
2023-04-04,32142,33287,31618,33192,1147660,0.02352832341422806
2023-04-05,33191,35051,33048,34241,1894163,0.09117272147864885
2023-04-06,35003,36720,34288,34479,3711881,0.08393850796944258
2023-04-07,34383,34622,32857,33764,1214112,0.01870625150856875
2023-04-10,33382,34527,32810,34241,1321556,0.06846194651605453
2023-04-11,34050,35242,33668,34527,1105695,0.04022053506869128
2023-04-12,34765,35957,34574,35719,1394992,0.043164627201308425
2023-04-13,36196,36482,34384,35815,1443746,0.038748223556367645
2023-04-14,36053,36816,34670,35290,1880835,0.04519606681672794
2023-04-17,35671,35814,34240,34479,1023189,0.006950731579101088
2023-04-18,34098,34670,33287,33669,1025997,-0.024850117299504704
2023-04-19,33382,33859,32953,33287,723964,-0.06808701251434812
2023-04-20,33334,34717,32809,33239,1246222,-0.07192517101773
2023-04-21,33573,33716,32905,33287,628225,-0.05675828846698783
2023-04-24,33287,33430,32333,32381,663592,-0.060848632500942634
2023-04-25,32571,33430,31999,32524,793719,-0.03400754403160178
2023-04-26,31999,32619,31856,32429,519128,-0.025775828401478074
2023-04-27,32286,33859,31952,33383,716647,0.0043322602966395785
2023-04-28,33382,34192,33191,33716,1028699,0.012887914200738981
2023-05-02,34098,34670,33573,33812,856153,0.0441925820697322
2023-05-03,33526,33859,32524,32763,833855,0.007348419628582015
2023-05-04,32906,34622,32763,33383,1402800,0.02941811341700329
2023-05-08,33906,34526,33668,34050,651766,0.019980229458107512
2023-05-09,34240,34908,33954,34050,1063136,0.009906275952070276
2023-05-10,33954,34669,33334,34622,694879,0.023955991955518785
2023-05-11,34908,35147,33954,34098,768050,0.040747184323779884
2023-05-12,34861,35338,33335,33383,1308459,0.0
2023-05-15,33096,33907,32667,33383,632214,-0.019588839941262814
2023-05-16,33382,33572,32809,33096,541703,-0.028017621145374427
2023-05-17,33239,40011,33239,37770,8580236,0.09092484547397617
2023-05-18,38246,38246,34049,34193,4965886,0.0027860871605371873
2023-05-19,34002,34813,33668,34670,1611034,0.03855255669053115
2023-05-22,34288,34956,34145,34718,1065222,0.03999041428271877
2023-05-23,34718,36482,34527,35815,1970599,0.08215494319555239
2023-05-24,35719,36148,34861,34861,1058681,-0.07701879798782107
2023-05-25,34860,35146,34050,34050,811644,-0.004182142543795564
2023-05-26,34145,35814,33859,35004,1433027,0.00963368906835882
2023-05-30,35576,35958,35099,35529,869641,0.023359640532288672
2023-05-31,35433,36196,35194,35290,897986,-0.014658662571548242
2023-06-01,35337,36148,34813,36101,836027,0.035569834485528196
2023-06-02,36196,36339,35290,36292,963315,0.06584434654919247
2023-06-05,36387,37627,36149,36769,1193432,0.05042280882184902
2023-06-07,36720,37054,35242,35242,1279090,-0.008077908187677618
2023-06-08,35098,35718,34669,35242,952957,-0.001360158685179913
2023-06-09,35289,35528,34526,34670,824849,-0.039638791169219645
2023-06-12,34336,34574,33573,33573,967172,-0.0749200925823873
2023-06-13,33715,34431,33000,33096,945209,-0.09989393238869704
2023-06-14,33144,33478,32190,32286,1142642,-0.08387719198683385
2023-06-15,32143,32524,31523,32000,946985,-0.09199250893819877
2023-06-16,31999,32619,31761,32286,799887,-0.06876261897894431
2023-06-19,32237,32237,31093,31284,922522,-0.06817978732910379
2023-06-20,30902,31665,30425,30616,849090,-0.0749335267101765
2023-06-21,30377,30997,29948,30187,993790,-0.06501269900266371
2023-06-22,29757,30425,29566,29853,759809,-0.06709374999999995
2023-06-23,29996,30044,29186,29663,839355,-0.08124264387040825
2023-06-26,29519,31378,29185,30378,984244,-0.02896049098580744
2023-06-27,30377,30568,29519,30044,719880,-0.01868304154690359
2023-06-28,30330,30425,29472,30283,645503,0.003180176897339848
2023-06-29,30282,30377,29662,30044,552247,0.006398016949720198
2023-06-30,29948,31951,29662,30998,1343683,0.045005562485251005
2023-07-03,31045,31760,30711,30950,794710,0.018829416024754853
2023-07-04,30616,30902,30282,30664,474930,0.02063639994674471
2023-07-05,30473,31093,30282,30712,573602,0.014166363966581885
2023-07-06,30520,30663,29376,29424,968745,-0.02063639994674482
2023-07-07,29424,29948,28804,29329,751889,-0.053842183366668794
2023-07-10,28804,29519,28470,28709,774491,-0.07240710823909535
2023-07-11,28803,29996,28708,29710,568420,-0.031111400991390536
2023-07-12,29423,29901,29042,29758,544665,-0.03106277676478253
2023-07-13,29853,30902,29853,30092,808927,0.022702555736813457
2023-07-14,30092,30425,29615,29806,531528,0.016263766238194366
2023-07-17,34431,35003,30377,30616,3123309,0.06642516284092093
2023-07-18,30616,31140,28994,29138,1757922,-0.0192527768428139
2023-07-19,29137,30759,28374,29567,2180482,-0.006418442099603516
2023-07-20,30091,33668,29805,32476,5637304,0.07922371394390537
2023-07-21,32238,32858,31236,31952,1740200,0.07199892639065952
2023-07-24,31856,31856,30663,30807,1356334,0.0062385680689835965
2023-07-25,30425,31427,29853,30378,1278508,0.04255611229322542
2023-07-26,30234,30520,29137,29233,2108945,-0.011296377718402306
2023-07-27,29042,30950,29042,30855,1480859,-0.0499137824855278
2023-07-28,30997,31283,29709,30473,876801,-0.04628818227341014
2023-07-31,30378,31761,30282,31332,904240,0.017041581458759447
2023-08-01,31380,32429,31380,32000,1306711,0.0533939034827835
2023-08-02,32200,32200,30500,30850,1255203,0.05531419970581197
2023-08-03,30850,32000,30500,31800,795696,0.030627126883811417
2023-08-04,31600,31900,30850,30900,635412,0.014012404423588087
2023-08-07,31200,31750,30600,30650,757855,-0.021766883697178607
2023-08-08,31200,31200,30100,30100,756705,-0.059374999999999956
2023-08-09,30100,31100,29950,30900,686404,0.0016207455429497752
2023-08-10,30800,31300,30300,31200,731276,-0.018867924528301883
2023-08-11,31200,31650,30900,31000,556809,0.003236245954692629
2023-08-14,31000,31300,30350,30600,674231,-0.0016313213703099683
2023-08-16,30500,31250,30100,30700,783017,0.019933554817275656
2023-08-17,30500,30800,30150,30250,707075,-0.021035598705501646
2023-08-18,30350,30700,29800,29900,859384,-0.04166666666666663
2023-08-21,30000,31000,29900,30400,887739,-0.01935483870967747
2023-08-22,30250,30350,29000,29150,1461184,-0.04738562091503273
2023-08-23,29150,29300,28050,28050,1025330,-0.08631921824104238
2023-08-24,28300,29600,27850,28800,939330,-0.04793388429752066
2023-08-25,28450,29600,28350,28850,578240,-0.03511705685618727
2023-08-28,28850,29400,28850,29000,471407,-0.046052631578947345
2023-08-29,29300,29800,29150,29650,571697,0.0171526586620927
2023-08-30,29950,29950,29250,29700,490991,0.05882352941176472
2023-08-31,29650,29800,28850,28850,943997,0.0017361111111111605
2023-09-01,28750,29000,28300,28400,663345,-0.01559792027729634
2023-09-04,28500,28800,28250,28800,390440,-0.006896551724137945
2023-09-05,28700,28950,28300,28300,514647,-0.04553119730185495
2023-09-06,28300,28950,28000,28700,635991,-0.03367003367003363
2023-09-07,28700,28850,27900,28150,692007,-0.024263431542461023
2023-09-08,28300,29550,28000,28500,784630,0.0035211267605634866
2023-09-11,28850,29650,28450,29600,1082426,0.02777777777777768
2023-09-12,29700,32050,29350,31850,2612898,0.1254416961130742
2023-09-13,31300,31350,30200,30800,1455350,0.07317073170731714
2023-09-14,31100,32650,30500,31950,2507869,0.13499111900532856
2023-09-15,31900,32350,31400,31950,1091160,0.1210526315789473
2023-09-18,31800,32750,31700,32100,966274,0.08445945945945943
2023-09-19,32150,32700,31400,31750,964028,-0.0031397174254317317
2023-09-20,31500,31750,30300,30950,1047094,0.004870129870129913
2023-09-21,31100,31350,29800,30000,1005269,-0.06103286384976525
2023-09-22,29500,30200,29450,30150,459853,-0.05633802816901412
2023-09-25,30150,30150,29350,29400,518458,-0.08411214953271029
2023-09-26,29450,29850,28950,29000,719425,-0.08661417322834641
2023-09-27,28700,30200,28700,30000,492232,-0.030694668820678506
2023-10-04,29650,30400,29600,30150,661043,0.004999999999999893
2023-10-05,30450,31250,30150,30250,677997,0.0033167495854062867
2023-10-06,30250,30850,30250,30600,315390,0.04081632653061229
2023-10-10,30700,31000,29700,30050,618906,0.036206896551724155
2023-10-11,30200,30650,30000,30350,414680,0.011666666666666714
2023-10-12,30450,30800,30250,30500,417993,0.011608623548922115
2023-10-13,30450,30750,30050,30700,440677,0.014876033057851235
2023-10-16,30750,31100,30600,31050,648838,0.014705882352941124
2023-10-17,31300,31500,30400,30750,1114452,0.02329450915141429
2023-10-18,30550,31200,29550,29550,894153,-0.02635914332784184
2023-10-19,29100,29400,27550,28350,1271981,-0.07049180327868854
2023-10-20,27900,29300,27900,28550,932311,-0.07003257328990231
2023-10-23,28550,29350,28350,28600,601119,-0.07890499194847023
2023-10-24,29050,29750,28100,29600,726745,-0.0373983739837398
2023-10-25,29350,29750,28650,28950,503427,-0.02030456852791873
2023-10-26,28300,29200,28300,28900,541464,0.01940035273368612
2023-10-27,28850,29950,28850,29250,657527,0.024518388791593626
2023-10-30,29500,29550,29100,29100,377379,0.0174825174825175
2023-10-31,29150,29400,28700,28950,400580,-0.02195945945945943
2023-11-01,28950,29400,28850,29100,348558,0.005181347150259086
2023-11-02,29450,29850,29100,29650,483860,0.02595155709342567
2023-11-03,29700,29800,28600,29200,572170,-0.0017094017094017033
2023-11-06,31300,33600,30300,33400,3697943,0.1477663230240549
2023-11-07,33400,33900,31800,32800,2115752,0.13298791018998268
2023-11-08,32700,33000,32000,32000,791756,0.09965635738831624
2023-11-09,32200,32350,30500,30650,996659,0.033726812816188945
2023-11-10,30100,30550,30000,30400,465399,0.041095890410958846
2023-11-13,30750,30800,29600,29650,521368,-0.11227544910179643
2023-11-14,29950,30750,29950,30200,425813,-0.07926829268292679
2023-11-15,30750,30800,30400,30500,406345,-0.046875
2023-11-16,30650,31300,30400,31200,560230,0.01794453507340954
2023-11-17,31150,31650,30650,30800,468272,0.013157894736842035
2023-11-20,30700,31200,30500,31100,352358,0.04890387858347389
2023-11-21,31100,31400,30750,31250,438199,0.0347682119205297
2023-11-22,31050,31400,30700,31100,420386,0.01967213114754096
2023-11-23,31000,32300,30900,31900,742904,0.022435897435897356
2023-11-24,31850,32100,31400,31950,464015,0.03733766233766245
2023-11-27,31850,33100,31600,32250,812640,0.036977491961414755
2023-11-28,32350,32850,32050,32550,522061,0.04160000000000008
2023-11-29,32500,32750,31850,31950,547411,0.027331189710610992
2023-11-30,31850,32250,31350,31900,588379,0.0
2023-12-01,31750,32100,31600,31700,410403,-0.007824726134585291
2023-12-04,32000,33250,31850,32800,1035631,0.01705426356589146
2023-12-05,32600,33100,32350,32900,532240,0.010752688172043001
2023-12-06,33200,33500,32800,32800,710277,0.026604068857589924
2023-12-07,32200,32550,31650,31750,655975,-0.00470219435736674
2023-12-08,31850,33450,31650,33350,912528,0.05205047318611977
2023-12-11,33400,34600,33300,34050,945729,0.038109756097560954
2023-12-12,34150,35600,33650,34850,1372301,0.059270516717325306
2023-12-13,34800,35050,34350,34700,694622,0.05792682926829262
2023-12-14,35400,40950,35100,40450,9519472,0.274015748031496
2023-12-15,40400,43650,40050,43550,6501347,0.3058470764617691
2023-12-18,43450,45300,41950,44000,3627689,0.29221732745961826
2023-12-19,44400,49950,44400,49200,7291059,0.41176470588235303
2023-12-20,50400,52500,47200,50300,5220366,0.4495677233429394
2023-12-21,49850,52000,48850,50600,3762047,0.25092707045735474
2023-12-22,50000,50900,49400,49950,1904413,0.14695752009184848
2023-12-26,49950,51000,47300,49500,3148560,0.125
2023-12-27,50500,53100,50000,50900,2928951,0.03455284552845539
2023-12-28,51000,51300,49800,50700,1191383,0.007952286282306265
2024-01-02,50900,54400,50400,53200,2937109,0.05138339920948609
2024-01-03,52400,52900,51100,52500,1426569,0.05105105105105112
2024-01-04,50800,51700,45350,46000,4990392,-0.07070707070707072
2024-01-05,46850,48450,46100,47650,1933446,-0.06385068762278978
2024-01-08,48800,50500,47750,48000,1552062,-0.053254437869822535
2024-01-09,48300,49900,48100,48900,953896,-0.08082706766917291
2024-01-10,49300,49550,47450,47750,1046117,-0.09047619047619049
2024-01-11,47400,48250,45400,47300,1578336,0.02826086956521734
2024-01-12,46150,47100,45450,46100,1281074,-0.03252885624344182
2024-01-15,46100,46150,43600,44100,2066535,-0.08125000000000004
2024-01-16,44000,44650,42300,43600,1785246,-0.10838445807770958
2024-01-17,43800,43950,42000,43050,1324540,-0.09842931937172772
2024-01-18,43450,47450,43450,46200,2372058,-0.023255813953488413
2024-01-19,47000,48250,45500,45900,1477384,-0.004338394793926281
2024-01-22,46800,48750,46300,47750,1509297,0.08276643990929711
2024-01-23,48700,59200,46800,51100,8110962,0.17201834862385312
2024-01-24,50000,50600,48000,49500,2326790,0.14982578397212554
2024-01-25,49650,55000,49600,54700,5192630,0.18398268398268391
2024-01-26,55400,65200,54500,65200,16553653,0.420479302832244
2024-01-29,66500,72600,59900,63100,15930905,0.32146596858638743
2024-01-30,66300,70900,64000,69800,7722178,0.36594911937377694
2024-01-31,71100,73000,66200,67800,4180674,0.36969696969696964
2024-02-01,66000,67500,63000,64900,3494768,0.1864716636197441
2024-02-02,64100,70600,64000,70200,4365396,0.07668711656441718
2024-02-05,70800,71300,68800,70900,2482441,0.12361331220285265
2024-02-06,70000,74100,67000,74000,3243466,0.06017191977077374
2024-02-07,73600,78400,73500,75700,3913970,0.11651917404129786
2024-02-08,74200,76300,72100,72800,2420784,0.1217257318952234
2024-02-13,73400,75000,70300,74500,2186563,0.061253561253561184
2024-02-14,72600,73900,69100,70300,2109804,-0.008462623413258097
2024-02-15,69100,71400,67500,67600,2479838,-0.08648648648648649
2024-02-16,67600,68800,66100,68600,1716862,-0.09379128137384407
2024-02-19,69600,79400,69300,78800,6368221,0.08241758241758235
2024-02-20,79300,83000,77500,79400,4306817,0.06577181208053684
2024-02-21,83300,84900,79400,80700,4932296,0.14793741109530578
2024-02-22,78700,81900,77700,78000,2084244,0.15384615384615374
2024-02-23,78200,83500,77500,78700,2999667,0.14723032069970854
2024-02-26,79500,82300,77800,77800,2025947,-0.012690355329949221
2024-02-27,78200,79300,74500,75700,2121396,-0.046599496221662484
2024-02-28,74700,77400,73300,77300,1873411,-0.042131350681536506
2024-02-29,76200,81500,75100,81500,3162806,0.044871794871794934
2024-03-04,81100,84400,80400,82100,2165504,0.043202033036848775
2024-03-05,80000,83100,79500,79700,1934096,0.024421593830334265
2024-03-06,78600,80600,76900,80100,1559532,0.05812417437252315
2024-03-07,80000,81600,78100,79900,1206965,0.03363518758085382
2024-03-08,80000,98900,79300,98000,12926607,0.2024539877300613
2024-03-11,98700,101800,95200,100600,5359801,0.22533495736906217
2024-03-12,99300,102700,98100,100100,2378409,0.25595984943538275
2024-03-13,100700,104300,84300,97000,8890040,0.21098626716604252
2024-03-14,97600,106500,97600,102500,5223371,0.28285356695869845
