date,title,user,views,recommends,unrecommends
2022-10-13 00:23:00,[삭제된 게시물의 답글]무조건?,"
				p0******
			",85,1,0
2022-10-12 22:53:00,유증으로 먹고사는 회사,"
				daeh****
			",160,4,0
2022-10-12 22:50:00,모두 기훈티비 때문이야!,"
				jhj6****
			",196,2,5
2022-10-12 23:04:00,[삭제된 게시물의 답글]Pre-nda 에도 주가는 양괴기의 유증,"
				kds9****
			",132,1,4
2022-10-12 22:43:00,에이치엘비는 걍 조옷된 거다,"
				zooe****
			",267,15,2
2022-10-12 22:40:00,Dna,"
				bigy****
			",117,0,0
2022-10-12 22:28:00,프리nda점검받고,"
				21******
			",566,34,2
2022-10-12 22:26:00,쉿!! 현시각부로 NDA 긴급 승인!!,"
				ms******
			",201,6,3
2022-10-12 22:15:00,엘비존버하는사람진짜ㅜ,"
				kms8****
			",170,2,4
2022-10-12 23:06:00,엘비존버하는사람진짜ㅜ,"
				kds9****
			",85,3,0
2022-10-12 22:05:00,유증끈나면 저기요 님 누구세요,"
				ldy0****
			",146,4,0
2022-10-12 22:03:00,저번에 어떤 ㅅㄲ가 나한테..,"
				yso0****
			",380,0,1
2022-10-12 22:16:00,일반공모 유상증자는 권리락이 없구요,"
				stre****
			",189,3,1
2022-10-12 22:03:00,유투버들ㅠ,"
				kms8****
			",140,1,1
2022-10-12 23:08:00,유투버들ㅠ,"
				kds9****
			",68,0,0
2022-10-12 21:34:00,2자 보러 갈 일만 남은 듯.,"
				seok****
			",154,0,1
2022-10-12 21:29:00,내일 권리락으로 3.5만원 가즈아!,"
				zoom****
			",553,3,5
2022-10-12 21:26:00,야들아..,"
				tngh****
			",111,0,1
2022-10-12 21:19:00,영끌해서  아파트사고  2찍  한놈들,"
				tngh****
			",156,5,5
2022-10-12 22:22:00,가슴에 한이 많으시네요,"
				stre****
			",76,3,1
2022-10-12 21:12:00,개미들이 너무 많이 올라탓네요,"
				min7****
			",191,1,0
2022-10-12 21:12:00,개미들이 너무 많이 올라탓네요,"
				min7****
			",191,1,0
2022-10-12 21:08:00,다른 회사면 따상인데.,"
				yaou****
			",415,9,0
2022-10-12 20:54:00,쉿!! 안티들 총공격 = 낼 쩜상 예상!!,"
				ms******
			",259,5,3
2022-10-12 20:25:00,공매들,"
				devi****
			",162,1,0
2022-10-12 20:24:00,양죄택이 누구에요?,"
				jhj6****
			",124,2,2
2022-10-12 20:21:00,권리락,"
				eros****
			",204,2,0
2022-10-12 20:09:00,내일 공매타도를 위한 한투연에서 집회를 하니 시간 되시는분 참여 부탁드립니다,"
				bi******
			",223,12,1
2022-10-12 20:00:00,한국판 게임스탑 ,"
				dhfl****
			",360,4,4
2022-10-12 19:58:00,유상증자 권리락을 12일자로 시작한다,"
				gt63****
			",389,0,7
2022-10-12 20:01:00,[삭제된 게시물의 답글]세계경제 내년까지 폭망,"
				gt63****
			",128,0,1
2022-10-12 19:49:00,가두리치고,"
				kms8****
			",146,1,1
2022-10-12 19:26:00,조의,"
				udt3****
			",154,1,1
2022-10-12 19:10:00,개인이.파는데.떨어지는 골 땔이네,"
				is******
			",159,0,0
2022-10-12 19:09:00,쉿!! 내일부터 폭등랠리 시작!!,"
				ms******
			",289,3,15
2022-10-12 20:05:00,쉿!! 내일부터 폭등랠리 시작!!,"
				phg5****
			",76,0,0
2022-10-12 19:08:00,내년 3월까지 질질 흐른다,"
				hlbt****
			",257,8,6
2022-10-12 18:43:00,멍청한 개인만 털렸군아,"
				gt63****
			",460,4,8
2022-10-12 18:35:00,신주인수권.. HTS 거래가 언제 쯤 인가요^^??,"
				mac4****
			",1012,0,1
2022-10-12 18:37:00,[삭제된 게시물의 답글]야 쓰레기 ㅅㅋ야 정치얘기 자꾸 할래?,"
				cyju****
			",128,13,5
2022-10-12 18:26:00,엘비,"
				ninj****
			",189,3,0
2022-10-12 18:24:00,신라젠 덕분에,"
				park****
			",267,3,1
2022-10-12 18:23:00,권리락 ,"
				kmh0****
			",201,0,0
2022-10-12 18:23:00,유증 안받길 잘했네,"
				pass****
			",243,0,6
2022-10-12 18:21:00,ㅡ신라젠 거래재개ㅡ바이오주 탄력 붙나ㅡ,"
				eros****
			",203,3,1
2022-10-12 18:21:00,얼마나 팔리는지 잘모르겠다만..,"
				yso0****
			",155,2,0
2022-10-12 18:20:00,1만주 기존 보유분에서 1만주 더 추가했다.,"
				salr****
			",591,13,9
2022-10-12 18:40:00,어이 쓰레기! 발표내용은 그거랑 상관없다,"
				cyju****
			",91,1,0
2022-10-12 18:09:00,유증가가 정해진건가요?,"
				h2sp****
			",683,0,0
2022-10-12 18:03:00,원래  유증,"
				ninj****
			",483,2,1
2022-10-12 18:02:00,쉿!! 대형 호재 앞두고 강력한 흔들기 ,"
				ms******
			",258,2,7
2022-10-12 18:04:00,[삭제된 게시물의 답글]고니요? 내가본 타짜중,"
				pup1****
			",97,1,0
2022-10-12 18:00:00,이그?,"
				ninj****
			",145,1,1
2022-10-12 17:59:00,정말 궁금한데 좀 알려주세요 ㅠ,"
				regi****
			",541,1,0
2022-10-12 17:57:00,시외 마지막 턴,"
				ninj****
			",293,0,4
2022-10-12 17:56:00,신주 인수권 거래기간이 언제부텅에요?,"
				zooe****
			",556,0,0
2022-10-12 17:51:00,ㅋㅋㅋㅋㅋ 내일 권리락이나 받아랏!! ,"
				youn****
			",308,5,0
2022-10-12 17:49:00,궁금한게 있어요,"
				regi****
			",273,1,1
2022-10-12 17:39:00,낼 오전 먼저 파는 자가 승자네..,"
				kjhl****
			",412,7,5
2022-10-12 17:38:00,2.16 조짐이 보이네!,"
				csh8****
			",228,12,3
2022-10-12 17:31:00,대기업 한테 넘기는 것이,"
				audg****
			",292,9,1
2022-10-12 17:31:00,예정기업전문회사,"
				pejp****
			",119,5,0
2022-10-12 17:23:00,이제 급등 재료는 하나다.  개고니야~~~,"
				morn****
			",160,2,0
2022-10-12 17:19:00,권리락40200,"
				ninj****
			",478,8,5
2022-10-12 17:19:00,기억나죠..,"
				bigy****
			",211,11,2
2022-10-12 17:22:00,멍~~멍,"
				c106****
			",89,0,0
2022-10-12 17:16:00,유승1차발행가랑 1만원이나차이,"
				rema****
			",450,7,4
2022-10-12 17:13:00,2차 유증 슬로건,"
				55ba****
			",202,3,1
2022-10-12 17:12:00,속보!! 엘비!',"
				cc******
			",202,2,2
2022-10-12 17:08:00,유상증자에 무슨 권리락? 주린이들이 이리 많으니 ㅉㅉ,"
				salr****
			",834,4,11
2022-10-12 17:07:00,여기까지가 맞다,"
				cyju****
			",195,1,1
2022-10-12 17:06:00,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,"
				dafu****
			",302,3,2
2022-10-12 17:06:00,유증연기,"
				ninj****
			",204,2,0
2022-10-12 17:05:00,능력,"
				best****
			",120,2,0
2022-10-12 17:05:00,●아니 웃긴게 1차 유증 슬로건이 박수받는●,"
				eros****
			",203,4,1
2022-10-12 17:10:00,[삭제된 게시물의 답글]개찬티 뜻대로 된거 있냐?,"
				pup1****
			",81,0,0
2022-10-12 17:00:00,그냥 신라젠 사라,"
				dolk****
			",122,1,0
2022-10-12 17:00:00,유증연기가,"
				ss******
			",140,1,0
2022-10-12 16:58:00,1차 발행가 30700원 확정,"
				salr****
			",452,5,4
2022-10-12 16:57:00,솔직히 너네도 알지? 너가 손절치고나가야..,"
				spor****
			",124,0,0
2022-10-12 16:52:00,개소리들,"
				rhrh****
			",108,1,0
2022-10-12 16:51:00,유증가 까지는 기본적으로 내려간다,"
				ij******
			",217,9,1
2022-10-12 16:48:00,안티들 말 들으면 자다가도 주식 한 주 더 생기더라..,"
				seok****
			",143,5,1
2022-10-12 16:48:00,"[단독] HLB 회장 진양곤 두 딸, 비상장 계열사 에포케 사내이사 올라","
				2021****
			",437,7,0
2022-10-12 17:04:00,"[단독] HLB 회장 진양곤 두 딸, 비상장 계열사 에포케 사내이사 올라","
				fkse****
			",83,0,0
2022-10-12 16:45:00,개인만,"
				kmh0****
			",129,1,0
2022-10-12 16:43:00,쉿!! 유증대금 간암4상으로 변경!!!,"
				ms******
			",254,2,7
2022-10-12 16:39:00,옵티머스 400억,"
				ayh9****
			",274,2,2
2022-10-12 16:37:00,오너리스크,"
				best****
			",262,16,1
2022-10-12 16:36:00,오늘 하락세에 유증 권리 받고자 물량 2배로 늘림.,"
				salr****
			",403,6,7
2022-10-12 16:33:00,깔,"
				leew****
			",110,0,0
2022-10-12 16:32:00,월초 탑라인 발표한다고 언플한건 엘비,"
				cyju****
			",317,10,2
2022-10-12 16:32:00,'회장이 직접' 설명한다…진양곤 HLB 대표의 '남다른 소통법',"
				2021****
			",401,5,2
2022-10-12 16:24:00,다 끝난듯보이네요,"
				min7****
			",424,18,2
2022-10-12 16:18:00,느껴진다 간암1차 약 시판되거,"
				zooe****
			",242,5,6
2022-10-12 16:11:00,유증자금 계열사 50개로 확장 시킬것 같은데..,"
				jsk1****
			",258,2,1
2022-10-12 16:11:00,300억정도 빠졌지만2900억원대다 거의,"
				pl******
			",348,2,8
2022-10-12 16:06:00,신주 인수권 거래 언제부터임?,"
				zooe****
			",408,0,0
2022-10-12 16:12:00,[삭제된 게시물의 답글]내일 권리락?,"
				br******
			",251,1,2
2022-10-12 16:04:00,유증가 얼마냐? ㅋ,"
				han1****
			",183,0,0
2022-10-12 16:05:00,유증가 얼마냐? ㅋ,"
				krki****
			",160,0,0
2022-10-12 16:04:00,진회장,"
				ayh9****
			",158,0,0
2022-10-12 16:02:00,교모세포종이 실패면 발표를 하러 가겠니,"
				yj******
			",309,1,1
2022-10-12 15:58:00,속보!!!  교모세포종 극찬,"
				cc******
			",364,3,5
2022-10-12 15:51:00,기가 막혀,"
				55ba****
			",226,3,2
2022-10-12 15:47:00,대장암 3상 성공이라고 작전주 문자 오더라,"
				jsk1****
			",243,3,3
2022-10-12 15:47:00,평단 6만대입니다. 걱정없이 편안합니다 ,"
				firs****
			",453,8,8
2022-10-12 15:47:00,교모세포종의 논란에도 입닫는 엘비,"
				cyju****
			",481,6,3
2022-10-12 15:46:00,시황정리) 불개미들 또 털렸네 ㅠ,"
				br******
			",300,5,5
2022-10-12 15:44:00,솔직히 고민되네~,"
				imb1****
			",251,0,2
2022-10-12 15:40:00,유증 받지 마라 낼 이후 재료없다,"
				cyju****
			",376,8,3
2022-10-12 15:38:00,한 두번 속나?,"
				arto****
			",124,1,0
2022-10-12 15:36:00,약이 좋으면 3자배정 외국이던 어디던 들어오지,"
				dmkl****
			",311,6,2
2022-10-12 15:36:00,궁금한게,"
				kms8****
			",148,5,0
2022-10-12 15:35:00,진회장 이러니 욕처먹지,"
				sinb****
			",254,13,0
2022-10-12 15:34:00,모트렉스 미래컴퍼니  바로 수익이다 ㅋ,"
				ij******
			",101,0,0
2022-10-12 15:33:00,엘또속 엘또속 당하셨네..,"
				youn****
			",143,5,3
2022-10-12 15:32:00,10같은주식HLB,"
				2jin****
			",120,2,0
2022-10-12 15:31:00,처참하고 참담한 능력!..,"
				scra****
			",150,5,0
2022-10-12 15:31:00,ㅋㅋㅋ 설마 장난질에 속은 사람없지?,"
				ij******
			",137,2,0
2022-10-12 15:28:00,진짜 OOO라,"
				jwhw****
			",124,2,0
2022-10-12 15:27:00,장난치고 있네 ㅋㅋ,"
				ij******
			",224,7,0
2022-10-12 15:26:00,교모세포종 실패는 최악의 참사,"
				cyju****
			",293,9,2
2022-10-12 15:28:00,교모세포종 실패는 최악의 참사,"
				pup1****
			",158,1,0
2022-10-12 15:26:00,내손목아지건다,"
				kms8****
			",202,3,1
2022-10-12 15:25:00,지수 양봉에 음봉이라 ㅋㅋ,"
				ij******
			",140,2,0
2022-10-12 15:25:00,HLB 그룹주,"
				cc******
			",114,0,1
2022-10-12 15:25:00,종가,"
				rhrh****
			",118,1,2
2022-10-12 15:26:00,[삭제된 게시물의 답글]대피요령,"
				pup1****
			",87,0,0
2022-10-12 15:21:00,세력이 오후에는 넘 잘한다,"
				pmho****
			",158,3,1
2022-10-12 15:20:00,ㅋㄷㅋㄷㅋㄷ 엘테 10%,"
				cc******
			",166,1,1
2022-10-12 15:20:00,5만,"
				kms8****
			",116,0,1
2022-10-12 15:18:00,조희팔 냄세난다,"
				mapo****
			",122,2,0
2022-10-12 15:17:00,지수 더 떨어지면 수급 우량주로,"
				ij******
			",100,0,0
2022-10-12 15:16:00,신주인수권 거래,"
				zooe****
			",156,0,1
2022-10-12 15:14:00,악재가,"
				ss******
			",87,0,0
2022-10-12 15:14:00,개짜증 개잡주네,"
				gt63****
			",94,1,1
2022-10-12 15:12:00,한국 시간으로 14일 새벽3시 이뮤노믹 발표 예정,"
				salr****
			",531,9,11
2022-10-12 15:18:00,한국 시간으로 14일 새벽3시 이뮤노믹 발표 예정,"
				seok****
			",105,0,0
2022-10-12 15:11:00,모트렉스 사라했잔아,"
				ij******
			",89,0,0
2022-10-12 15:11:00,맹믈인가  설탕물인가,"
				bill****
			",87,0,1
2022-10-12 15:08:00,5자갈려면,"
				kms8****
			",113,0,1
2022-10-12 15:05:00,Iti시리즈 전면 폐기 이뮤노믹 파산,"
				cyju****
			",239,1,3
2022-10-12 15:04:00,유증 실패냐! ,"
				zoom****
			",135,0,1
2022-10-12 15:04:00,의도적 하락 개미 지치게 ,"
				njsk****
			",108,0,0
2022-10-12 15:03:00,하한가 한번 가자,"
				ij******
			",110,2,0
2022-10-12 15:02:00,오늘도,"
				h1******
			",100,1,0
2022-10-12 15:02:00,1차유증때 매의눈으로 찾아냈다던  이뮤노믹 아필리아.,"
				scra****
			",218,2,0
2022-10-12 15:00:00,안티 돌변,"
				jkk3****
			",111,0,0
2022-10-12 14:58:00,후장치기해서 ,"
				sung****
			",99,0,0
2022-10-12 14:44:00,이제 더 빠질데가 없습니다,"
				ij******
			",225,4,0
2022-10-12 14:52:00,[삭제된 게시물의 답글]권리락,"
				br******
			",122,0,0
2022-10-12 14:42:00,다 팔았다,"
				phee****
			",159,2,1
2022-10-12 14:41:00,그대가~~,"
				sy66****
			",109,1,0
2022-10-12 14:39:00,진회장~,"
				phee****
			",191,6,1
2022-10-12 14:39:00,옵티머스 투자해서 쳐맞고,"
				ij******
			",111,1,0
2022-10-12 14:38:00,쓰바알,"
				yoon****
			",108,1,0
2022-10-12 14:37:00,39300원 깨면 지옥맛볼거다,"
				poh9****
			",110,1,0
2022-10-12 14:36:00,교모세포종 실패가 확실해 보임,"
				cyju****
			",164,3,1
2022-10-12 14:36:00,캬캬캬,"
				gkdl****
			",112,2,1
2022-10-12 14:35:00,나노코박스는 증발했냐?,"
				ij******
			",126,3,0
2022-10-12 14:34:00,"인간승리 하려면,","
				seok****
			",126,1,1
2022-10-12 14:33:00,보름달 뜬다더니~~~,"
				mapo****
			",104,0,0
2022-10-12 14:32:00,개고니,"
				youn****
			",91,0,0
2022-10-12 14:30:00,유증받아먹을려고 뉴스터뜨린거봐라,"
				ro******
			",262,8,1
2022-10-12 14:29:00,엘비는 너무 문어발이라 ,"
				ij******
			",98,1,0
2022-10-12 14:29:00,■긴급■,"
				jhjh****
			",113,0,1
2022-10-12 14:28:00,얼마나 먹을게 많음,"
				jhj6****
			",124,1,3
2022-10-12 14:28:00,고꾸라져라,"
				poh9****
			",82,0,0
2022-10-12 14:27:00,꽃감 빼먹듯,"
				jlco****
			",95,0,0
2022-10-12 14:26:00,다른주식도 마찬가지지만~,"
				imb1****
			",114,3,0
2022-10-12 14:24:00,아무래도 사기기업,"
				sdy9****
			",91,2,0
2022-10-12 14:24:00,유증안받고~,"
				phee****
			",113,1,0
2022-10-12 14:23:00,후 뭐 이건 이제 끝난건가,"
				jwhw****
			",154,2,0
2022-10-12 14:21:00,왜? 하한가 가버리지?,"
				jhj6****
			",105,3,0
2022-10-12 14:21:00, ㅎ 신뢰 빵점인갑다 주가 이게 뭐꼬,"
				ee******
			",120,2,0
2022-10-12 14:20:00,ㅋㅋㅋㅋㅋ   음봉,"
				ij******
			",103,2,1
2022-10-12 14:18:00,유증 잘 참여해라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"
				eros****
			",146,2,1
2022-10-12 14:16:00,오늘,"
				subp****
			",129,3,0
2022-10-12 14:16:00,난 떠났지만 유증참여 해라,"
				jaeg****
			",149,4,0
2022-10-12 14:16:00,진양견 ㄱ대갈이,"
				akse****
			",110,6,0
2022-10-12 14:14:00,솔직히 지금매도하고 ,"
				imb1****
			",360,8,2
2022-10-12 14:13:00,더 웃기는 말,"
				jaeg****
			",118,0,0
2022-10-12 14:13:00,고니는 먹튀하고,"
				fre8****
			",106,0,0
2022-10-12 14:13:00,실패한 탑라인 발표 미루고있는 경영진,"
				cyju****
			",176,2,0
2022-10-12 14:13:00,정말,"
				bigy****
			",109,0,0
2022-10-12 14:10:00,■ 유상증자 배정주식수 계산,"
				pmho****
			",325,2,0
2022-10-12 14:10:00,fda 되나,"
				saka****
			",111,1,0
2022-10-12 14:09:00,음봉시작.ㅋ,"
				seok****
			",92,0,1
2022-10-12 14:09:00,오늘 던지고,"
				cc******
			",139,2,2
2022-10-12 14:08:00,바이오 업종에서도 왕따구만!,"
				ghtj****
			",96,1,0
2022-10-12 14:08:00,에라이 양곤아,"
				mcs7****
			",79,1,0
2022-10-12 14:06:00,양고니,"
				hd******
			",80,1,1
2022-10-12 14:06:00,진양곤,"
				fre8****
			",91,2,0
2022-10-12 14:05:00,유증가 정해졌지? 이제 4만 2000원 이하로 떨어진다.,"
				jws_****
			",279,11,1
2022-10-12 14:04:00,주주필독) 내일 권리락 궁금증,"
				benn****
			",337,3,1
2022-10-12 14:03:00,교모세포종 말해라 진양곤 이 사기꾼ㅅㅋ 야,"
				cyju****
			",132,6,0
2022-10-12 14:02:00,뭐 이런게다있노.징하네진짜,"
				2jin****
			",104,2,0
2022-10-12 14:01:00,엘비 주식 없으신 분들은,"
				jhj6****
			",89,0,0
2022-10-12 14:01:00,쭉 지켜보니 양곤이보다 더한 놈이,"
				kjwo****
			",95,1,0
2022-10-12 14:00:00,라이프리버 행방을 아시는분?,"
				inch****
			",81,0,0
2022-10-12 13:58:00,주주필독) 주주배정 유상증자 궁금증,"
				benn****
			",254,2,0
2022-10-12 13:58:00,ㅋㄷㅋㄷㅋㄷ 몰 해도 주가,"
				cc******
			",132,1,1
2022-10-12 13:57:00,꼬라지 쳐 보니,"
				byj2****
			",182,0,0
2022-10-12 13:53:00,내일 하한가,"
				seok****
			",137,2,0
2022-10-12 13:50:00,한심하다 에이치엘비 ,"
				naji****
			",166,8,0
2022-10-12 13:48:00,주포 하고싶은대로 해라!,"
				jhj6****
			",126,1,0
2022-10-12 13:42:00,이뮤노믹은 좀 이상한 회사다.,"
				scra****
			",286,8,1
2022-10-12 13:21:00,그걸 댓글이라고 다는 모지리,"
				jhj6****
			",169,1,2
2022-10-12 13:19:00,누가 장막판에 70억원어치 매수,"
				jhj6****
			",423,0,5
2022-10-12 13:19:00,신주인수권 거래는 언제부터지?,"
				hkh5****
			",283,0,2
2022-10-12 13:13:00,쉿!! 현시각부로 NDA 긴급!!!!,"
				ms******
			",210,3,5
2022-10-12 13:07:00,Pre nda 신청 했는데 뭐가 문제누 ㅋㅋㅋ,"
				myde****
			",337,8,4
2022-10-12 12:59:00,에이치엘비를 영화로 보자면,"
				scra****
			",174,2,1
2022-10-12 12:55:00,안티든 찬티든간에 주가컨트롤,"
				kiss****
			",128,1,0
2022-10-12 12:52:00,역시는 역시 차트는 거짓말 안하제,"
				poh9****
			",161,0,1
2022-10-12 12:48:00,지능아 안티 jsto 본명은 조또라는게 밝혀졌다,"
				kmpk****
			",138,4,2
2022-10-12 12:48:00,다시 빠진다 했지,"
				ij******
			",123,2,1
2022-10-12 12:47:00,이뮤노믹 테라퓨틱스의 코로나 19 백신개발 착수 관련 공지,"
				scra****
			",493,10,3
2022-10-12 12:30:00,간암 말고 교모세포종은 실패했냐?,"
				cyju****
			",235,3,1
2022-10-12 12:40:00,간암 말고 교모세포종은 실패했냐?,"
				br******
			",122,1,0
2022-10-12 12:28:00,[삭제된 게시물의 답글]Pre NDA 기사 - 다 아는 거 아닌가?,"
				br******
			",160,5,0
2022-10-12 12:19:00,[삭제된 게시물의 답글]유증 받으면 좋냐,"
				br******
			",235,3,0
2022-10-12 12:17:00,주식은 말여,"
				alph****
			",148,1,0
2022-10-12 12:17:00,속보) 곧 3분기 실적발표 예정,"
				br******
			",308,3,1
2022-10-12 12:13:00,cca0야 글 좀 많이 써라,"
				kmpk****
			",103,0,0
2022-10-12 12:13:00,다시 떨어진다  차라리 모트렉스를 사라,"
				ij******
			",103,2,0
2022-10-12 12:13:00,공지사항!!!,"
				cc******
			",134,1,0
2022-10-12 12:05:00,어제가 마지막 매수 기회였어,"
				br******
			",241,2,4
2022-10-12 11:59:00, jsto 본명은 조또라는게 밝혀졌다,"
				kmpk****
			",144,2,1
2022-10-12 11:58:00,오늘도 외국인 숏커버링 중,"
				br******
			",233,2,2
2022-10-12 11:56:00,■긴급■,"
				jhjh****
			",154,1,3
2022-10-12 11:55:00,넌 도대체,"
				byj2****
			",218,1,0
2022-10-12 11:54:00,●●●공매금지해도 엘비는 안오른다●●● ,"
				eros****
			",147,2,1
2022-10-12 11:55:00,멍멍아,"
				c106****
			",99,2,2
2022-10-12 11:51:00,공시 보면서 식겁한거.. 아필리아,"
				scra****
			",303,9,2
2022-10-12 11:48:00,사기꾼 고수!!,"
				cc******
			",106,2,1
2022-10-12 11:48:00,"속보) FDA, 문제없다! 긍정적 반응","
				br******
			",229,2,3
2022-10-12 11:55:00,"속보) FDA, 문제없다! 긍정적 반응","
				seok****
			",84,0,0
2022-10-12 11:56:00,"속보) FDA, 문제없다! 긍정적 반응","
				br******
			",75,1,0
2022-10-12 11:45:00,뉴스뜨면 주가는 떡락,"
				seok****
			",94,1,0
2022-10-12 11:45:00,필독) 외국인 매집하는이유,"
				br******
			",184,4,0
2022-10-12 11:46:00,필독) 외국인 매집하는이유,"
				br******
			",99,0,0
2022-10-12 11:39:00,미래 컴퍼니 40%먹고 나온거 봤지,"
				ij******
			",92,0,0
2022-10-12 11:39:00,조희팔 냄세가 솔솔~~~,"
				mapo****
			",90,0,0
2022-10-12 11:35:00,유증 입금언제 하나요,"
				gian****
			",130,0,0
2022-10-12 11:32:00,엘비는 대시세 주기전에 ,"
				ij******
			",173,3,1
2022-10-12 11:57:00,멍멍아,"
				c106****
			",67,0,0
2022-10-12 11:31:00,줄때받아라,"
				skyt****
			",123,1,0
2022-10-12 11:29:00,내일 ,"
				kjwo****
			",276,1,2
2022-10-12 11:26:00,니들이냐 진짜 새? 같은게 이주식이다,"
				limm****
			",98,1,0
2022-10-12 11:19:00,안티하는 애들의 특징과 미래 ,"
				kmpk****
			",118,2,1
2022-10-12 11:17:00,25000  무조건 깨집니다,"
				ij******
			",112,1,2
2022-10-12 11:15:00,ㅉㅉ 안티해봤자 남는게 뭐냐?,"
				kmpk****
			",129,1,5
2022-10-12 11:12:00,대단한 진회장님..,"
				hd******
			",122,3,1
2022-10-12 11:10:00,솔직하게 깔 건 까자,"
				jws_****
			",145,6,0
2022-10-12 11:09:00,세력들은 알고 있다.,"
				spor****
			",155,3,3
2022-10-12 11:07:00,거바라 OOOㄹ엄 우두머리의,"
				mcs7****
			",98,1,1
2022-10-12 11:07:00,맨닐 리픽싱을 밥먹듯하는데,"
				lsb1****
			",106,3,0
2022-10-12 11:08:00,[삭제된 게시물의 답글]이건 이제 약품질문제가 아니다,"
				pup1****
			",85,1,0
2022-10-12 11:05:00,"HLB, 미 FDA와 미팅…""NDA 문제없다""","
				ms******
			",150,4,2
2022-10-12 11:04:00,유증 하는 꼬라지보니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"
				eros****
			",118,2,0
2022-10-12 11:04:00,주가조작은 사형,"
				jhj6****
			",101,0,0
2022-10-12 11:00:00,연기는 공세 힘 빼는거여,"
				pmho****
			",274,6,2
2022-10-12 10:56:00,여긴 주식하는 곳이 아니다,"
				jhj6****
			",118,5,0
2022-10-12 10:54:00,공시봐라 ㅋㅋㅋㅋㅋ,"
				poh9****
			",365,3,3
2022-10-12 10:51:00,속보) FDA 문제없다 긍정적반응,"
				br******
			",149,0,0
2022-10-12 10:47:00,공매도가1있는한,"
				kms8****
			",148,1,1
2022-10-12 10:46:00,오늘FDA NDA 뉴스는,"
				cc******
			",258,5,2
2022-10-12 10:46:00,안티들의 개짖는 소리가 많다는 것은,"
				kmpk****
			",106,1,0
2022-10-12 10:46:00,뉴스에 못가는건,"
				lsb1****
			",127,3,0
2022-10-12 10:45:00,사전회의에서 특이점,"
				jhj6****
			",135,1,1
2022-10-12 10:44:00,아 3만원대 빨리와라 단타좀 더치자,"
				poh9****
			",84,0,0
2022-10-12 10:42:00,아니 pre nda 에서 추가 임상 요구안하면,"
				jwhw****
			",267,2,1
2022-10-12 10:41:00,이런 기사에도 안오르는걸 보면,"
				hu******
			",232,11,1
2022-10-12 10:38:00,여긴 여전하노 ,"
				room****
			",149,6,1
2022-10-12 10:39:00,여긴 여전하노 ,"
				pup1****
			",102,1,0
2022-10-12 10:36:00,뉴스 개뻥,"
				gkdl****
			",130,2,0
2022-10-12 10:36:00,주가 꼬라지 하고는쯧쯧,"
				cc******
			",98,1,0
2022-10-12 10:41:00,주가 꼬라지 하고는쯧쯧,"
				pup1****
			",68,0,0
2022-10-12 10:34:00,암정복을 할 수 있는 회사는 전세계에 엘비뿐이다,"
				kmpk****
			",118,1,1
2022-10-12 10:27:00,아지매.입소문 전달중,"
				is******
			",135,2,0
2022-10-12 10:26:00,가자~,"
				cerp****
			",104,2,0
2022-10-12 10:21:00,43000원 ㅋㅋㅋㅋㅋㅋㅋㅋ 두고봐라,"
				poh9****
			",136,0,0
2022-10-12 10:20:00,와~~ 이뮤놈,"
				myh0****
			",160,1,1
2022-10-12 10:18:00,제발 더사 제발 좋다고 더사라고,"
				poh9****
			",140,2,0
2022-10-12 10:12:00,HLB이젠가자,"
				craz****
			",159,2,1
2022-10-12 10:10:00,엘비는,"
				qorw****
			",122,2,1
2022-10-12 10:10:00,올릴 세력없음,"
				elis****
			",144,6,2
2022-10-12 10:08:00,상한가 뉴스인데,"
				lake****
			",273,4,4
2022-10-12 10:07:00,백약이 무효인가????,"
				kds9****
			",146,4,1
2022-10-12 10:03:00,"보안자료 없네.. FDA, 제출자료 별도 보완요청 없이 NDA 진행 긍정적 평가""","
				yaou****
			",365,12,1
2022-10-12 10:03:00,거래량 25만 양봉? ㅋㅋㅋㅋㅋㅋ,"
				poh9****
			",156,1,1
2022-10-12 10:06:00,거래량 25만 양봉? ㅋㅋㅋㅋㅋㅋ,"
				gt63****
			",91,2,0
2022-10-12 10:03:00,아휴우 ^^  웃겨^^ ,"
				cc******
			",97,0,1
2022-10-12 10:02:00,Pre nda 따위 안속는다,"
				elis****
			",125,2,4
2022-10-12 10:09:00,Pre nda 따위 안속는다,"
				pup1****
			",87,1,1
2022-10-12 10:01:00,바이오 전부 상승중 ,"
				ja******
			",100,1,0
2022-10-12 10:01:00,찬티 새키들아,"
				poh9****
			",91,2,2
2022-10-12 10:04:00,찬티 새키들아,"
				gt63****
			",75,0,2
2022-10-12 10:00:00,오후장 상한가 나오나,"
				gt63****
			",116,2,1
2022-10-12 09:57:00,암정복을 할 수 있는 회사는 전세계에 엘비뿐이다,"
				kmpk****
			",117,2,1
2022-10-12 09:56:00,손바꿈이 없다  거래량이 터져주면 곳 바로 상한가 가겠는데,"
				gt63****
			",135,1,1
2022-10-12 09:55:00,"이제 물을 주고 있고, 꽃이 피어 나가는 과정이다","
				kmpk****
			",95,1,0
2022-10-12 09:57:00,"이제 물을 주고 있고, 꽃이 피어 나가는 과정이다","
				kjwo****
			",74,0,0
